Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	CRC_1 Spectral Count	CRC_11 Spectral Count	CRC_13 Spectral Count	CRC_15 Spectral Count	CRC_16 Spectral Count	CRC_19 Spectral Count	CRC_2 Spectral Count	CRC_20 Spectral Count	CRC_21 Spectral Count	CRC_4 Spectral Count	CRC_5 Spectral Count	CRC_6 Spectral Count	CRC_8 Spectral Count	CRC_9 Spectral Count	Control_1 Spectral Count	Control_11 Spectral Count	Control_13 Spectral Count	Control_15 Spectral Count	Control_16 Spectral Count	Control_19 Spectral Count	Control_2 Spectral Count	Control_20 Spectral Count	Control_21 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Control_8 Spectral Count	Control_9 Spectral Count	CRC_1 Unique Spectral Count	CRC_11 Unique Spectral Count	CRC_13 Unique Spectral Count	CRC_15 Unique Spectral Count	CRC_16 Unique Spectral Count	CRC_19 Unique Spectral Count	CRC_2 Unique Spectral Count	CRC_20 Unique Spectral Count	CRC_21 Unique Spectral Count	CRC_4 Unique Spectral Count	CRC_5 Unique Spectral Count	CRC_6 Unique Spectral Count	CRC_8 Unique Spectral Count	CRC_9 Unique Spectral Count	Control_1 Unique Spectral Count	Control_11 Unique Spectral Count	Control_13 Unique Spectral Count	Control_15 Unique Spectral Count	Control_16 Unique Spectral Count	Control_19 Unique Spectral Count	Control_2 Unique Spectral Count	Control_20 Unique Spectral Count	Control_21 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Control_8 Unique Spectral Count	Control_9 Unique Spectral Count	CRC_1 Total Spectral Count	CRC_11 Total Spectral Count	CRC_13 Total Spectral Count	CRC_15 Total Spectral Count	CRC_16 Total Spectral Count	CRC_19 Total Spectral Count	CRC_2 Total Spectral Count	CRC_20 Total Spectral Count	CRC_21 Total Spectral Count	CRC_4 Total Spectral Count	CRC_5 Total Spectral Count	CRC_6 Total Spectral Count	CRC_8 Total Spectral Count	CRC_9 Total Spectral Count	Control_1 Total Spectral Count	Control_11 Total Spectral Count	Control_13 Total Spectral Count	Control_15 Total Spectral Count	Control_16 Total Spectral Count	Control_19 Total Spectral Count	Control_2 Total Spectral Count	Control_20 Total Spectral Count	Control_21 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Control_8 Total Spectral Count	Control_9 Total Spectral Count	CRC_1 Intensity	CRC_11 Intensity	CRC_13 Intensity	CRC_15 Intensity	CRC_16 Intensity	CRC_19 Intensity	CRC_2 Intensity	CRC_20 Intensity	CRC_21 Intensity	CRC_4 Intensity	CRC_5 Intensity	CRC_6 Intensity	CRC_8 Intensity	CRC_9 Intensity	Control_1 Intensity	Control_11 Intensity	Control_13 Intensity	Control_15 Intensity	Control_16 Intensity	Control_19 Intensity	Control_2 Intensity	Control_20 Intensity	Control_21 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Control_8 Intensity	Control_9 Intensity	CRC_1 MaxLFQ Intensity	CRC_11 MaxLFQ Intensity	CRC_13 MaxLFQ Intensity	CRC_15 MaxLFQ Intensity	CRC_16 MaxLFQ Intensity	CRC_19 MaxLFQ Intensity	CRC_2 MaxLFQ Intensity	CRC_20 MaxLFQ Intensity	CRC_21 MaxLFQ Intensity	CRC_4 MaxLFQ Intensity	CRC_5 MaxLFQ Intensity	CRC_6 MaxLFQ Intensity	CRC_8 MaxLFQ Intensity	CRC_9 MaxLFQ Intensity	Control_1 MaxLFQ Intensity	Control_11 MaxLFQ Intensity	Control_13 MaxLFQ Intensity	Control_15 MaxLFQ Intensity	Control_16 MaxLFQ Intensity	Control_19 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_20 MaxLFQ Intensity	Control_21 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Control_8 MaxLFQ Intensity	Control_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5SW79|CE170_HUMAN	Q5SW79	CE170_HUMAN	CEP170	1584	Homo sapiens	1:Experimental evidence at protein level	Centrosomal protein of 170 kDa	0.9276	0.9988	1	1	1	1	0.0006313131313131314	0.0006313131313131314	0.0006313131313131314	0.0006313131313131314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2474734.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T1J5|CHCH9_HUMAN	Q5T1J5	CHCH9_HUMAN	CHCHD2P9	151	Homo sapiens	5:Protein uncertain	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial	1.0	0.999	3	34	0	34	0.019867549668874173	0.2251655629139073	0.0	0.2251655629139073	0	2	2	1	2	2	1	4	0	3	2	1	2	0	1	2	0	1	2	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	1	4	0	3	2	1	2	0	1	2	0	1	2	1	0	0	2	2	0	0	1	0	29814248.0	59692592.0	58396040.0	96636808.0	81142136.0	20323980.0	24787068.0	97016960.0	22189460.0	62379116.0	41247440.0	37249692.0	65347504.0	30130496.0	41500452.0	51579456.0	14618994.0	77692776.0	45199652.0	35780800.0	0.0	25251616.0	26480366.0	20766128.0	0.0	23172092.0	42790420.0	22717172.0	29840468.0	41562988.0	33324992.0	66188248.0	50855612.0	13652589.0	17867360.0	99075336.0	22208974.0	43107308.0	28881546.0	25816070.0	45896340.0	30156992.0	30622940.0	39141784.0	14631850.0	54829432.0	26506844.0	27133960.0	0.0	25273822.0	18859944.0	15633079.0	0.0	23192470.0	42828052.0	22737150.0	sp|Q9Y6H1|CHCH2_HUMAN
sp|Q5T1M5|FKB15_HUMAN	Q5T1M5	FKB15_HUMAN	FKBP15	1219	Homo sapiens	1:Experimental evidence at protein level	FK506-binding protein 15	0.9374	0.999	1	1	1	1	0.0008203445447087777	0.0008203445447087777	0.0008203445447087777	0.0008203445447087777	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3024511.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T440|CAF17_HUMAN	Q5T440	CAF17_HUMAN	IBA57	356	Homo sapiens	1:Experimental evidence at protein level	Iron-sulfur cluster assembly factor IBA57, mitochondrial	0.9306	0.9989	1	18	18	18	0.0028089887640449437	0.05056179775280899	0.05056179775280899	0.05056179775280899	1	1	0	1	0	1	1	3	0	1	1	0	0	0	2	0	1	1	2	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	3	0	1	1	0	0	0	2	0	1	1	2	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	3	0	1	1	0	0	0	2	0	1	1	2	0	0	0	1	1	0	0	0	0	3431457.0	11705717.0	9347130.0	7796958.0	9265431.0	8113846.5	8326865.0	10017452.0	6374036.0	7809185.5	9209787.0	6984703.0	11155558.0	4150990.0	9038621.0	5350367.5	14787693.0	10515251.0	11140714.0	11886483.0	0.0	0.0	5640178.0	7756802.0	0.0	11617901.0	7978193.0	0.0	3431457.0	11705717.0	9347130.0	7796958.0	9265431.0	8113846.5	8326865.0	10017452.0	6374036.0	7809185.5	9209787.0	6984703.0	11155558.0	4150990.0	9038621.0	5350367.5	14787693.0	10515251.0	11140714.0	11886483.0	0.0	0.0	5640178.0	7756802.0	0.0	11617901.0	7978193.0	0.0	
sp|Q5T447|HECD3_HUMAN	Q5T447	HECD3_HUMAN	HECTD3	861	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HECTD3	1.0	0.9982	2	3	3	3	0.0023228803716608595	0.003484320557491289	0.003484320557491289	0.003484320557491289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3649329.2	0.0	552539.1	0.0	0.0	0.0	0.0	0.0	0.0	5395205.5	3841333.0	0.0	0.0	4051541.0	0.0	0.0	0.0	5336604.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3649329.2	0.0	552539.1	0.0	0.0	0.0	0.0	0.0	0.0	5395205.5	3841333.0	0.0	0.0	4051541.0	0.0	0.0	0.0	5336604.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T5P2|SKT_HUMAN	Q5T5P2	SKT_HUMAN	KIAA1217	1943	Homo sapiens	1:Experimental evidence at protein level	Sickle tail protein homolog	1.0	0.9983	2	5	5	5	0.001029336078229542	0.0025733401955738548	0.0025733401955738548	0.0025733401955738548	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	1757148.2	1640187.6	1855386.1	0.0	0.0	0.0	1594582.8	0.0	0.0	2555249.2	0.0	1989023.6	0.0	0.0	0.0	0.0	1423576.1	2193440.5	0.0	0.0	0.0	2040847.5	0.0	0.0	0.0	0.0	0.0	0.0	1757148.2	1640187.6	1855386.1	0.0	0.0	0.0	1594582.8	0.0	0.0	2555249.2	0.0	1989023.6	0.0	0.0	0.0	0.0	1423576.1	2193440.5	0.0	0.0	0.0	2040847.5	0.0	0.0	0.0	0.0	0.0	
sp|Q5T653|RM02_HUMAN	Q5T653	RM02_HUMAN	MRPL2	305	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL2m	1.0	0.999	2	10	10	10	0.006557377049180328	0.03278688524590164	0.03278688524590164	0.03278688524590164	0	1	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	6278174.5	25803772.0	19844100.0	3308668.8	0.0	0.0	24121140.0	0.0	4811206.5	6988011.0	0.0	10217012.0	11272887.0	0.0	0.0	0.0	0.0	8782769.0	0.0	0.0	0.0	7911050.0	0.0	0.0	0.0	0.0	0.0	0.0	5844164.0	15296496.0	11759115.0	3079940.2	0.0	0.0	14259868.0	0.0	7849942.0	11401606.0	0.0	6046280.5	6516696.5	0.0	0.0	0.0	0.0	8175616.0	0.0	0.0	0.0	7364159.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T749|KPRP_HUMAN	Q5T749	KPRP_HUMAN	KPRP	579	Homo sapiens	1:Experimental evidence at protein level	Keratinocyte proline-rich protein	1.0	0.9984	4	5	5	5	0.0069084628670120895	0.008635578583765112	0.008635578583765112	0.008635578583765112	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87634008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6601922.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31206804.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7036111.5	0.0	0.0	0.0	0.0	0.0	
sp|Q5T8P6|RBM26_HUMAN	Q5T8P6	RBM26_HUMAN	RBM26	1007	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 26	1.0	0.9986	3	3	2	3	0.0029791459781529296	0.0029791459781529296	0.0019860973187686196	0.0029791459781529296	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141870.6	0.0	1584600.1	483249.4	0.0	2734963.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1275659.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1141870.6	0.0	1584600.1	483249.4	0.0	2734963.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1275659.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T9A4|ATD3B_HUMAN	Q5T9A4	ATD3B_HUMAN	ATAD3B	648	Homo sapiens	1:Experimental evidence at protein level	ATPase family AAA domain-containing protein 3B	1.0	0.9982	4	1	0	10	0.006172839506172839	0.0015432098765432098	0.0	0.015432098765432098	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6841763.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TBB1|RNH2B_HUMAN	Q5TBB1	RNH2B_HUMAN	RNASEH2B	312	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease H2 subunit B	0.9304	0.9989	1	1	1	1	0.003205128205128205	0.003205128205128205	0.003205128205128205	0.003205128205128205	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TDH0|DDI2_HUMAN	Q5TDH0	DDI2_HUMAN	DDI2	399	Homo sapiens	1:Experimental evidence at protein level	Protein DDI1 homolog 2	1.0	0.9989	3	8	8	8	0.007518796992481203	0.020050125313283207	0.020050125313283207	0.020050125313283207	0	0	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	12434894.0	13865650.0	6998134.5	21157862.0	12688012.0	30636788.0	0.0	10971160.0	0.0	8611661.0	8061167.5	0.0	6987027.0	9266119.0	0.0	13024690.0	0.0	22246834.0	14850850.0	0.0	0.0	0.0	15044155.0	0.0	0.0	0.0	0.0	0.0	12434894.0	9124135.0	6998134.5	13629513.0	8577628.0	16234076.0	0.0	10971160.0	0.0	8611661.0	8061167.5	0.0	6987027.0	9266119.0	0.0	9045387.0	0.0	22246834.0	9716095.0	0.0	0.0	0.0	9935906.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TFE4|NT5D1_HUMAN	Q5TFE4	NT5D1_HUMAN	NT5DC1	455	Homo sapiens	1:Experimental evidence at protein level	5'-nucleotidase domain-containing protein 1	1.0	0.9982	2	5	5	5	0.004395604395604396	0.01098901098901099	0.01098901098901099	0.01098901098901099	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	8532079.0	3688280.0	14138060.0	0.0	0.0	2567734.5	6818891.0	4389119.0	0.0	0.0	0.0	0.0	6147209.0	5111759.5	7660356.0	4780235.5	2391319.5	0.0	0.0	4920242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8532079.0	3688280.0	8084369.5	0.0	0.0	2567734.5	6818891.0	4389119.0	0.0	0.0	0.0	0.0	6147209.0	5111759.5	7660356.0	4780235.5	2391319.5	0.0	0.0	4920242.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VT66|MARC1_HUMAN	Q5VT66	MARC1_HUMAN	MTARC1	337	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial amidoxime-reducing component 1	0.9997	0.999	2	2	2	3	0.005934718100890208	0.005934718100890208	0.005934718100890208	0.008902077151335312	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7658843.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VTL8|PR38B_HUMAN	Q5VTL8	PR38B_HUMAN	PRPF38B	546	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor 38B	0.8125	0.9965	1	1	1	1	0.0018315018315018315	0.0018315018315018315	0.0018315018315018315	0.0018315018315018315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	6318612.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VV41|ARHGG_HUMAN	Q5VV41	ARHGG_HUMAN	ARHGEF16	709	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 16	0.9387	0.999	1	4	4	4	0.0014104372355430183	0.005641748942172073	0.005641748942172073	0.005641748942172073	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	3429587.0	0.0	4622088.5	0.0	0.0	0.0	11188180.0	0.0	0.0	8561974.0	0.0	0.0	0.0	0.0	4070691.8	0.0	0.0	7464801.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3429587.0	0.0	4622088.5	0.0	0.0	0.0	11188180.0	0.0	0.0	8561974.0	0.0	0.0	0.0	0.0	4070691.8	0.0	0.0	7464801.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VW32|BROX_HUMAN	Q5VW32	BROX_HUMAN	BROX	411	Homo sapiens	1:Experimental evidence at protein level	BRO1 domain-containing protein BROX	1.0	0.999	4	25	25	25	0.009732360097323601	0.06082725060827251	0.06082725060827251	0.06082725060827251	0	2	0	1	2	3	0	0	0	1	2	0	1	0	1	2	0	0	5	0	0	1	3	1	0	0	0	0	0	2	0	1	2	3	0	0	0	1	2	0	1	0	1	2	0	0	5	0	0	1	3	1	0	0	0	0	0	2	0	1	2	3	0	0	0	1	2	0	1	0	1	2	0	0	5	0	0	1	3	1	0	0	0	0	0.0	32378638.0	19221450.0	28215952.0	31344864.0	15965492.0	8186226.0	14183669.0	12496928.0	13829937.0	11336799.0	22209046.0	17561512.0	11536815.0	21886888.0	24836398.0	14725056.0	20529466.0	23299970.0	8836597.0	0.0	36322016.0	16263298.0	11068059.0	0.0	0.0	16763315.0	0.0	0.0	19089762.0	11462271.0	15882299.0	19085188.0	9714341.0	8101349.0	8377733.5	7097030.5	13686545.0	11219256.0	13122837.0	17379430.0	11417198.0	13287935.0	14750216.0	14572383.0	20316610.0	12624511.0	13347068.0	0.0	20846530.0	14111181.0	10953302.0	0.0	0.0	16589508.0	0.0	
sp|Q5VWZ2|LYPL1_HUMAN	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	237	Homo sapiens	1:Experimental evidence at protein level	Lysophospholipase-like protein 1	1.0	0.9985	2	2	2	2	0.008438818565400843	0.008438818565400843	0.008438818565400843	0.008438818565400843	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	38761568.0	6493921.5	0.0	22458186.0	13291590.0	0.0	12971956.0	0.0	5738805.0	13631347.0	0.0	4523011.0	0.0	0.0	13002838.0	0.0	6890372.0	11319446.0	0.0	0.0	0.0	17787836.0	0.0	0.0	0.0	0.0	0.0	0.0	23657022.0	6493113.0	0.0	13911390.0	8444416.0	0.0	8226061.0	0.0	5738090.5	13629650.0	0.0	7878255.0	0.0	0.0	8253049.0	0.0	6889514.0	7191618.0	0.0	0.0	0.0	10319513.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VYK3|ECM29_HUMAN	Q5VYK3	ECM29_HUMAN	ECPAS	1845	Homo sapiens	1:Experimental evidence at protein level	Proteasome adapter and scaffold protein ECM29	1.0	0.9917	2	2	2	2	0.001084010840108401	0.001084010840108401	0.001084010840108401	0.001084010840108401	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VZK9|CARL1_HUMAN	Q5VZK9	CARL1_HUMAN	CARMIL1	1371	Homo sapiens	1:Experimental evidence at protein level	F-actin-uncapping protein LRRC16A	0.9321	0.9989	1	2	2	2	0.0007293946024799417	0.0014587892049598833	0.0014587892049598833	0.0014587892049598833	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	797334.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
