P1_LN	P1_PT	P2_ANT	P2_NCT	P2_PT	P3_ANT	P3_NCT	P3_PT	P4_ANT	P4_NCT	P4_PT	P5_ANT	P5_LN	P5_NCT	P5_PT	P6_ANT	P6_LN	P6_NCT	P6_PT	P7_ANT	P7_LN	P7_NCT	P7_PT	Organism	Protein.Existence	Protein.Length	Number.Of.Imputations	NCT_vs_PT_logFC	NCT_vs_PT_AveExpr	NCT_vs_PT_t	NCT_vs_PT_P.Value	NCT_vs_PT_adj.P.Val	NCT_vs_PT_B	NCT_vs_PT_-log(P.Value)	NCT_vs_PT_-log(adj.P.Val)	Protein	Protein.ID	Entry.Name	Gene	Description	Indistinguishable.Proteins	NCT_vs_PT_Valid	NCT_vs_PT_Significant
20.57822036743164	21.323413848876953	18.832763671875	19.248462677001953	20.054439544677734	20.641094207763672	21.02100944519043	20.83505630493164	18.790239334106445	20.829383850097656	20.795503616333008	19.421417236328125	20.81656265258789	18.330480575561523	21.20860481262207	19.931949615478516	20.944793701171875	18.714086532592773	21.133211135864258	20.794395446777344	20.692150115966797	19.058286666870117	20.508935928344727	Homo sapiens	1:Experimental evidence at protein level	295	7	0.573356108997267	20.1885469846824	1.35133422082153	0.188825574998728	0.302513795056481	-5.8510075735599	0.723939184144924	0.519254816117948	sp|P54920|SNAA_HUMAN	P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein		+	
17.634902954101562	19.557872772216797	19.44234848022461	18.693286895751953	17.665390014648438	18.122570037841797	18.630945205688477	18.294706344604492	17.714847564697266	17.421178817749023	17.54233169555664	18.43041229248047	19.20193862915039	18.567564010620117	17.69235610961914	18.58391761779785	20.551239013671875	19.321016311645508	18.1610107421875	18.85799789428711	19.53940200805664	18.713497161865234	19.788711547851562	Homo sapiens	1:Experimental evidence at protein level	147	18	-0.850277465331676	18.6174822570448	-1.85281106480182	0.0758840398918676	0.146190988501612	-5.10635702552824	1.11984955632789	0.83507939731416	sp|P55008|AIF1_HUMAN	P55008	AIF1_HUMAN	AIF1	Allograft inflammatory factor 1		+	
20.00810432434082	19.639238357543945	18.773212432861328	18.94359588623047	20.175065994262695	19.98037338256836	18.60850715637207	19.182355880737305	19.158884048461914	19.90169334411621	19.10084342956543	19.22781753540039	19.303386688232422	19.089025497436523	19.934843063354492	18.570560455322266	20.33623504638672	19.09505271911621	20.134511947631836	19.424720764160156	20.19392204284668	18.6728572845459	20.482303619384766	Homo sapiens	1:Experimental evidence at protein level	431	2	0.0536259752094459	19.4714900586669	0.181358811173782	0.857564634189826	0.909610404651736	-6.7380386897171	0.0667331375077736	0.0411445805795659	sp|P55010|IF5_HUMAN	P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5		+	
17.069604873657227	18.28460693359375	19.581377029418945	18.799509048461914	17.31505012512207	18.272411346435547	18.307098388671875	19.77558135986328	19.14656639099121	17.683765411376953	21.21074104309082	18.90174674987793	17.576066970825195	19.14583969116211	21.136667251586914	19.117918014526367	18.5848331451416	19.427810668945312	18.56275749206543	19.267658233642578	16.93384552001953	18.875492095947266	18.771154403686523	Homo sapiens	1:Experimental evidence at protein level	1212	18	-0.112139539273468	18.7786823062471	-0.220633207686786	0.827189975524663	0.885787092434928	-6.72994819583196	0.082394737307075	0.0526706524833306	sp|P55011|S12A2_HUMAN	P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2		+	
21.278215408325195	21.3045711517334	19.02496337890625	18.024690628051758	20.79480743408203	18.276681900024414	19.04468536376953	20.64859390258789	19.73859214782715	21.06876564025879	20.881872177124023	18.24795150756836	21.270912170410156	19.049386978149414	20.613140106201172	19.427703857421875	21.219051361083984	19.664730072021484	21.075664520263672	18.118553161621094	21.116897583007812	19.02112579345703	20.64987564086914	Homo sapiens	1:Experimental evidence at protein level	377	11	0.819974274750532	19.9633853699706	2.4590008378235	0.0212886897397025	0.052142476658675	-3.98265515061467	1.67185106736995	1.28280834459747	sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4		+	
18.189903259277344	18.50823402404785	19.472156524658203	19.124055862426758	17.29840087890625	19.46830177307129	18.714723587036133	18.57657241821289	18.94622802734375	18.702770233154297	18.431245803833008	18.439977645874023	17.20931625366211	18.677234649658203	16.492544174194336	19.15953254699707	17.59857940673828	18.586021423339844	16.81979751586914	18.7099609375	17.654460906982422	19.15467071533203	17.610532760620117	Homo sapiens	1:Experimental evidence at protein level	364	17	-1.81206639506048	18.3453203455712	-5.21683562093099	2.19996891011463E-05	0.000206111155685264	2.60543311528084	4.65758345656919	3.68589850156656	sp|P55039|DRG2_HUMAN	P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2		+	+
17.191043853759766	18.490171432495117	20.78321075439453	19.354106903076172	17.000009536743164	18.50812530517578	18.186052322387695	18.290233612060547	19.401100158691406	19.403705596923828	19.609647750854492	19.447935104370117	17.774259567260742	19.385509490966797	19.05768585205078	18.1169376373291	17.980731964111328	20.05284881591797	17.610946655273438	18.329343795776367	17.406070709228516	18.659074783325195	18.892929077148438	Homo sapiens	1:Experimental evidence at protein level	493	10	-1.4345900094713	18.6608804023668	-3.49632724448618	0.00180247483818377	0.00697221036308448	-1.67204036628059	2.74413078914069	2.15662951798365	sp|P55058|PLTP_HUMAN	P55058	PLTP_HUMAN	PLTP	Phospholipid transfer protein		+	+
21.18828773498535	20.526168823242188	18.00896644592285	19.89763641357422	21.097156524658203	18.813568115234375	18.93667221069336	20.21555519104004	20.20755386352539	20.115400314331055	20.91244888305664	20.266202926635742	20.83570098876953	20.267337799072266	21.079931259155273	18.4774169921875	21.11760711669922	18.91249656677246	21.694969177246094	18.448211669921875	21.450271606445312	18.734891891479492	21.287734985351562	Homo sapiens	1:Experimental evidence at protein level	971	6	0.764231195930218	20.0934636893744	2.10305194550116	0.0458108416654434	0.0970575355663393	-4.66877233811242	1.33903172902069	1.01297074025675	sp|P55060|XPO2_HUMAN	P55060	XPO2_HUMAN	CSE1L	Exportin-2		+	
23.374923706054688	23.534530639648438	22.185911178588867	22.548330307006836	23.310466766357422	22.219621658325195	22.402095794677734	22.636571884155273	22.738807678222656	22.59772491455078	22.718883514404297	22.6351318359375	23.060836791992188	22.65633201599121	22.413291931152344	22.417463302612305	23.166072845458984	22.49683952331543	23.326385498046875	22.516542434692383	23.197799682617188	22.265247344970703	22.945348739624023	Homo sapiens	1:Experimental evidence at protein level	806	0	-0.335551976397266	22.7545364872437	-1.49030427456906	0.148793226883281	0.249236241359894	-5.66383959181578	0.827416837568131	0.603388806803273	sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase		+	
17.014755249023438	20.72061538696289	19.8754940032959	22.282920837402344	19.96245002746582	23.007266998291016	21.4340763092041	21.920368194580078	23.437557220458984	21.95028305053711	21.416505813598633	23.30156135559082	20.78123664855957	23.767099380493164	21.216367721557617	21.484983444213867	17.88497543334961	21.445640563964844	16.86044692993164	21.972373962402344	17.36131477355957	21.325891494750977	20.10030746459961	Homo sapiens	1:Experimental evidence at protein level	255	5	-2.48698521065179	20.9208628389038	-3.51146312521081	0.00173556531142156	0.00675581821065202	-1.63589976400896	2.76055903865849	2.17032204518346	sp|P55083|MFAP4_HUMAN	P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4		+	+
22.53706932067871	22.43096160888672	21.917346954345703	22.268529891967773	22.686113357543945	22.6209659576416	22.36367416381836	22.86300277709961	23.026506423950195	23.06523895263672	22.987226486206055	22.50459861755371	22.5610294342041	22.445199966430664	22.40241241455078	22.587413787841797	22.538265228271484	22.456756591796875	22.622880935668945	22.455772399902344	22.768613815307617	22.229894638061523	22.330890655517578	Homo sapiens	1:Experimental evidence at protein level	474	0	-0.669011411507185	22.5542394956054	-3.3074712142628	0.00288023589653389	0.010134086605876	-2.11845423062579	2.54057194127983	1.99421538855005	sp|P55084|ECHB_HUMAN	P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial		+	+
19.660490036010742	20.167984008789062	19.1590633392334	18.308486938476562	20.10173225402832	18.946123123168945	18.620508193969727	19.73222541809082	18.869915008544922	18.333415985107422	17.922611236572266	19.571611404418945	18.793731689453125	19.417226791381836	19.766233444213867	18.609811782836914	20.10953712463379	18.147342681884766	20.51274299621582	18.908832550048828	20.687271118164062	18.579113006591797	20.379396438598633	Homo sapiens	1:Experimental evidence at protein level	182	13	0.532350179620742	19.268256443662	1.4434864493471	0.16143644793417	0.26518627180653	-5.72862225275094	0.791998406728822	0.576448962292116	sp|P55145|MANF_HUMAN	P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor		+	
18.121253967285156	17.72500228881836	19.468280792236328	18.514629364013672	16.69219970703125	18.467605590820312	19.71230125427246	17.731964111328125	18.528913497924805	18.565961837768555	18.23618507385254	18.351224899291992	20.145498275756836	18.182777404785156	17.921630859375	19.025930404663086	20.151771545410156	18.920127868652344	18.434505462646484	18.523414611816406	19.257017135620117	19.007143020629883	19.026262283325195	Homo sapiens	1:Experimental evidence at protein level	1127	17	-1.52068193789838	18.6457482960748	-4.06765619212904	0.000423691169973041	0.00220713539706887	-0.279060020052355	3.37295058691226	2.65617102415768	sp|P55160|NCKPL_HUMAN	P55160	NCKPL_HUMAN	NCKAP1L	Nck-associated protein 1-like		+	+
17.324922561645508	16.770986557006836	19.00738525390625	18.404998779296875	16.462207794189453	18.487415313720703	19.25698471069336	18.613441467285156	18.813478469848633	18.90803337097168	17.17398452758789	19.031400680541992	16.366058349609375	18.97394561767578	17.11471176147461	18.80506706237793	16.904220581054688	18.90589714050293	17.80223274230957	18.924654006958008	17.734691619873047	20.07177734375	16.698091506958008	Homo sapiens	1:Experimental evidence at protein level	1824	14	-2.51050270346537	18.1325394734646	-7.48614157699965	8.2821885155647E-08	4.04152895907146E-06	8.08843065852516	7.08185488849945	5.39345430497136	sp|P55196|AFAD_HUMAN	P55196	AFAD_HUMAN	AFDN	Afadin		+	+
21.310688018798828	21.365463256835938	19.039491653442383	18.333038330078125	21.913299560546875	20.81559181213379	20.852819442749023	21.463123321533203	21.009809494018555	21.212581634521484	21.48320770263672	21.104969024658203	21.744491577148438	21.37425422668457	21.539018630981445	19.347965240478516	21.93585777282715	18.29889678955078	21.96283531188965	18.53516960144043	21.577556610107422	18.764259338378906	21.584646224975586	Homo sapiens	1:Experimental evidence at protein level	391	6	1.06832243397253	20.7042697940694	2.25563709825205	0.0331986129861193	0.0749783523352867	-4.38317977830093	1.47888006042421	1.12506410752017	sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1		+	
20.065860748291016	18.382976531982422	19.036762237548828	19.22219467163086	19.724538803100586	18.797027587890625	18.310230255126953	17.67243003845215	18.459712982177734	18.108964920043945	19.46587371826172	18.68648338317871	17.961772918701172	19.23577117919922	19.171987533569336	19.17951011657715	19.385433197021484	19.37364387512207	19.351726531982422	19.411094665527344	19.033117294311523	18.620027542114258	19.14776039123535	Homo sapiens	1:Experimental evidence at protein level	293	14	-0.513126187104252	18.9530134099914	-1.28489070432485	0.210738912660736	0.329431963630461	-5.93493227641935	0.676255265087212	0.482234265048274	sp|P55212|CASP6_HUMAN	P55212	CASP6_HUMAN	CASP6	Caspase-6		+	
19.765602111816406	19.20283317565918	19.11479949951172	19.205406188964844	20.174680709838867	19.835407257080078	18.44654655456543	19.511093139648438	19.154800415039062	18.626415252685547	18.594913482666016	18.72081756591797	19.846654891967773	18.762298583984375	19.8111572265625	19.27699851989746	20.165578842163086	18.52198028564453	19.312326431274414	19.065282821655273	19.413463592529297	18.424959182739258	19.724735260009766	Homo sapiens	1:Experimental evidence at protein level	362	9	0.117143089854011	19.2455775452223	0.397412754015756	0.694473588047843	0.783490798247084	-6.67410222804047	0.158344266532842	0.105966099762056	sp|P55263|ADK_HUMAN	P55263	ADK_HUMAN	ADK	Adenosine kinase		+	
21.26552963256836	21.604482650756836	18.763002395629883	19.497268676757812	21.027847290039062	19.26241683959961	18.704835891723633	20.454795837402344	18.22257423400879	20.307598114013672	20.548627853393555	19.408830642700195	21.06556510925293	18.249919891357422	21.262041091918945	18.45001983642578	21.4227237701416	18.584299087524414	21.590518951416016	18.849525451660156	20.592235565185547	18.941442489624023	20.472366333007812	Homo sapiens	1:Experimental evidence at protein level	1226	11	1.22279164003125	19.9196752806638	3.82317704480217	0.000790721144264022	0.00357493009076431	-0.881541411216829	3.10197664780372	2.44673244658798	sp|P55265|DSRAD_HUMAN	P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase		+	+
26.678316116333008	23.764009475708008	24.220630645751953	24.6096248626709	18.171125411987305	24.811403274536133	24.624671936035156	22.88808822631836	25.158275604248047	24.324562072753906	23.82878875732422	24.96575164794922	23.245758056640625	24.540016174316406	22.881635665893555	24.677906036376953	21.9422607421875	24.48151206970215	24.493844985961914	24.451053619384766	22.5460262298584	24.51836585998535	22.859987258911133	Homo sapiens	1:Experimental evidence at protein level	1798	1	-2.67762185422864	23.8777231353356	-3.6649611199444	0.00118032415707357	0.00487155564996527	-1.2666855812339	2.92799870430818	2.31233233194516	sp|P55268|LAMB2_HUMAN	P55268	LAMB2_HUMAN	LAMB2	Laminin subunit beta-2		+	+
17.45748519897461	17.6397762298584	19.461322784423828	20.974918365478516	17.435916900634766	20.857112884521484	20.59616470336914	19.598838806152344	21.578224182128906	21.279584884643555	20.37800407409668	20.734554290771484	19.384313583374023	20.875492095947266	19.46224021911621	20.92324447631836	17.800045013427734	21.042970657348633	18.5434513092041	20.690345764160156	18.072982788085938	20.7548828125	18.193222045898438	Homo sapiens	1:Experimental evidence at protein level	713	8	-2.8873706939092	19.7535622227642	-6.79084599411487	4.31137146336436E-07	1.03138051317765E-05	6.4686169893652	6.36538455716481	4.98658107837759	sp|P55290|CAD13_HUMAN	P55290	CAD13_HUMAN	CDH13	Cadherin-13		+	+
20.7297306060791	21.72083282470703	20.00885772705078	18.69896125793457	21.010597229003906	19.17681121826172	18.81959342956543	20.566997528076172	18.835683822631836	18.151216506958008	20.30660629272461	18.659822463989258	19.722152709960938	17.94371223449707	20.456432342529297	18.9244441986084	20.625823974609375	19.654787063598633	21.259288787841797	19.288562774658203	21.787569046020508	19.865848541259766	20.375507354736328	Homo sapiens	1:Experimental evidence at protein level	224	12	1.23037237380271	19.8403669713854	3.1111284895329	0.00465424982712735	0.0149324915086489	-2.57250497343569	2.33215030870919	1.82586772354208	sp|P55327|TPD52_HUMAN	P55327	TPD52_HUMAN	TPD52	Tumor protein D52		+	+
20.430269241333008	20.212942123413086	19.311283111572266	18.10614585876465	20.25401496887207	19.091821670532227	18.282346725463867	19.103919982910156	18.746835708618164	17.687959671020508	18.110702514648438	18.320972442626953	19.913715362548828	19.211416244506836	20.27505874633789	18.472606658935547	19.9708309173584	19.24395179748535	19.84259605407715	18.59601593017578	19.34096336364746	19.317005157470703	19.514406204223633	Homo sapiens	1:Experimental evidence at protein level	322	14	0.275396646489202	19.1849656240989	0.708962394794372	0.48498027110275	0.610624112415522	-6.49953234194889	0.314275928048216	0.21422605021383	sp|P55735|SEC13_HUMAN	P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog		+	
19.040470123291016	19.866634368896484	18.631704330444336	18.900726318359375	18.75048828125	18.766815185546875	18.617692947387695	17.6555233001709	18.700756072998047	18.147506713867188	17.980234146118164	18.56913185119629	17.19928741455078	18.249717712402344	17.843189239501953	18.91067886352539	20.13182258605957	18.718305587768555	21.02568244934082	19.660520553588867	19.848609924316406	18.722694396972656	17.340312957763672	Homo sapiens	1:Experimental evidence at protein level	128	17	-0.598123093126688	18.7567852125601	-1.14250423526556	0.264188886103716	0.392145430939491	-6.10220471769768	0.578085456234558	0.406552840782225	sp|P55769|NH2L1_HUMAN	P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1		+	
22.140300750732422	22.07489776611328	20.666961669921875	20.97556495666504	21.439191818237305	20.891300201416016	20.986583709716797	22.0576171875	21.55161476135254	21.506668090820312	21.429973602294922	21.215526580810547	21.674938201904297	21.337478637695312	21.62022590637207	20.723649978637695	21.554271697998047	21.35262680053711	20.999141693115234	20.952983856201172	21.25818634033203	21.21505355834961	21.170516967773438	Homo sapiens	1:Experimental evidence at protein level	919	0	-0.462647534579798	21.3384786733481	-1.9831169265225	0.0585683844847998	0.119069718952596	-4.88348682305513	1.23233675512541	0.924198671463294	sp|P55786|PSA_HUMAN	P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase		+	
20.84526824951172	20.804800033569336	19.074655532836914	19.415132522583008	20.4479923248291	18.620389938354492	19.168193817138672	20.240966796875	18.92046546936035	18.138132095336914	20.033859252929688	18.416200637817383	20.313085556030273	18.54842758178711	20.725711822509766	18.980144500732422	20.740062713623047	19.561527252197266	20.424861907958984	18.22130012512207	20.482831954956055	19.668956756591797	20.610233306884766	Homo sapiens	1:Experimental evidence at protein level	449	9	0.659225382577443	19.659731580632	2.0731338257385	0.0487368759973599	0.101855523712888	-4.72316318550333	1.31214231225819	0.992015413860892	sp|P55795|HNRH2_HUMAN	P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2		+	
20.808868408203125	19.04304313659668	19.465850830078125	20.728708267211914	20.708755493164062	20.86493682861328	20.688749313354492	20.201684951782227	21.302547454833984	20.591148376464844	20.29944610595703	20.569766998291016	20.230304718017578	20.058164596557617	19.766033172607422	21.10622787475586	20.414196014404297	21.01836585998535	21.08908462524414	20.132617950439453	20.141647338867188	19.98381805419922	19.705171585083008	Homo sapiens	1:Experimental evidence at protein level	520	1	-1.13204761763338	20.3970376739651	-3.09977168169672	0.0047840082501298	0.0152691662283935	-2.59841664984527	2.3202080800684	1.81618467691175	sp|P55809|SCOT1_HUMAN	P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial		+	+
21.1361083984375	20.485105514526367	19.305591583251953	19.55263328552246	20.67792510986328	20.393653869628906	19.41929054260254	20.464954376220703	20.626708984375	20.734437942504883	21.23595428466797	18.549121856689453	20.94041633605957	20.480005264282227	20.591825485229492	19.287330627441406	21.04890251159668	19.074907302856445	20.11377716064453	18.95958137512207	21.284557342529297	19.091636657714844	21.26991081237793	Homo sapiens	1:Experimental evidence at protein level	814	7	0.237475014941168	20.195564397446	0.738633829850176	0.467084249160923	0.59652588904769	-6.47794861024425	0.330604777580194	0.224370703332167	sp|P55884|EIF3B_HUMAN	P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B		+	
16.820695877075195	19.57331657409668	20.72476577758789	20.670726776123047	18.582862854003906	20.57257080078125	20.6075496673584	19.57634735107422	20.651838302612305	20.496681213378906	20.647314071655273	21.105663299560547	21.342031478881836	21.048702239990234	20.991708755493164	20.897537231445312	20.02663230895996	21.050540924072266	19.308937072753906	21.177043914794922	19.912912368774414	20.992280960083008	20.58865737915039	Homo sapiens	1:Experimental evidence at protein level	365	1	-1.65686055995152	20.334028602018	-3.54580431033825	0.0015926126619791	0.0062686862605695	-1.55371729110729	2.79788983576172	2.20282346547976	sp|P55899|FCGRN_HUMAN	P55899	FCGRN_HUMAN	FCGRT	IgG receptor FcRn large subunit p51		+	+
20.1357364654541	20.017925262451172	19.22258186340332	18.085384368896484	19.696165084838867	19.14625358581543	18.76104164123535	18.244853973388672	18.040536880493164	18.233369827270508	17.705934524536133	19.35346794128418	19.503454208374023	18.8089599609375	16.989866256713867	18.83550262451172	19.77992057800293	18.873506546020508	19.964908599853516	19.172046661376953	20.12347984313965	19.33984375	20.85321807861328	Homo sapiens	1:Experimental evidence at protein level	195	15	-0.302095404706808	19.0822810676382	-0.623948980258147	0.538376366003007	0.65834211703792	-6.55665314639512	0.268914013308163	0.181548360292903	sp|P55957|BID_HUMAN	P55957	BID_HUMAN	BID	BH3-interacting domain death agonist		+	
21.190650939941406	20.085729598999023	20.662498474121094	21.178983688354492	20.462615966796875	20.45661163330078	20.216815948486328	20.17339515686035	20.914033889770508	21.09569549560547	20.63528060913086	20.927968978881836	19.883272171020508	20.417755126953125	19.942424774169922	21.114513397216797	20.682218551635742	20.99494171142578	21.530553817749023	20.412107467651367	20.61081886291504	21.013416290283203	20.741043090820312	Homo sapiens	1:Experimental evidence at protein level	94	0	-1.05822479840595	20.6746447214667	-3.52790803506065	0.00166561354766587	0.00649378446431758	-1.59657679470644	2.77842575538121	2.18750213017121	sp|P56134|ATPK_HUMAN	P56134	ATPK_HUMAN	ATP5MF	ATP synthase F(0) complex subunit f, mitochondrial		+	+
21.43659019470215	21.129430770874023	19.434213638305664	18.66945457458496	21.174375534057617	17.711645126342773	18.803817749023438	20.491466522216797	17.773473739624023	19.802352905273438	20.43581771850586	18.65646743774414	20.684328079223633	19.694978713989258	21.11977767944336	17.51236343383789	20.813922882080078	19.07358169555664	21.287940979003906	19.25928497314453	20.793134689331055	18.923614501953125	20.328903198242188	Homo sapiens	1:Experimental evidence at protein level	900	11	0.968015724139949	19.7648929708086	3.00909290874833	0.0059519639140663	0.0182181851978377	-2.80381497366534	2.22533971052155	1.73949488739703	sp|P56192|SYMC_HUMAN	P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic		+	+
17.444442749023438	16.832853317260742	19.046459197998047	20.545045852661133	18.91305923461914	20.96823501586914	21.559385299682617	19.78771209716797	20.739534378051758	19.610300064086914	18.625795364379883	21.23107147216797	19.52969741821289	20.85269546508789	20.707006454467773	20.696697235107422	17.934322357177734	20.296157836914062	16.82904815673828	20.901634216308594	17.889535903930664	18.63142967224121	17.37969398498535	Homo sapiens	1:Experimental evidence at protein level	1179	9	-2.5146621782975	19.4586624050965	-4.2167497419924	0.000288983541488548	0.00162200338752072	0.0917553261734749	3.53912689096057	2.78994824310882	sp|P56199|ITA1_HUMAN	P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1		+	+
20.97077178955078	20.935094833374023	19.231840133666992	21.426620483398438	20.764070510864258	18.451854705810547	19.640178680419922	19.44747543334961	20.085649490356445	20.65519142150879	20.538259506225586	18.52796173095703	19.72652244567871	20.258808135986328	19.708080291748047	21.000064849853516	21.473438262939453	21.08713150024414	21.05571746826172	19.68406867980957	20.930736541748047	21.111936569213867	20.840011596679688	Homo sapiens	1:Experimental evidence at protein level	69	5	-0.974586093380161	20.3290665291178	-2.1845350603832	0.0386224669967126	0.0848778122663572	-4.51793305182466	1.4131599892609	1.07120582294382	sp|P56385|ATP5I_HUMAN	P56385	ATP5I_HUMAN	ATP5ME	ATP synthase F(0) complex subunit e, mitochondrial		+	
20.731340408325195	20.5766658782959	18.95317268371582	17.767492294311523	20.52742576599121	18.878387451171875	18.890886306762695	20.791969299316406	20.86439323425293	20.4171085357666	21.650909423828125	18.904094696044922	20.86855125427246	18.77424430847168	22.56410026550293	17.992685317993164	20.783451080322266	18.427595138549805	20.87244987487793	18.322452545166016	21.25642967224121	19.160140991210938	21.039369583129883	Homo sapiens	1:Experimental evidence at protein level	245	9	1.51776380325036	19.9366175209278	3.97018398224466	0.000543685381554327	0.00264751142322107	-0.520198224795592	3.26465234401804	2.57716215736545	sp|P56537|IF6_HUMAN	P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6		+	+
20.329273223876953	19.340818405151367	18.908859252929688	18.299762725830078	19.989225387573242	19.06103515625	18.881059646606445	20.150405883789062	19.55327033996582	18.079923629760742	17.603479385375977	18.6467342376709	17.440826416015625	17.532981872558594	20.280399322509766	19.029865264892578	17.65410614013672	18.6539249420166	20.011781692504883	19.755739212036133	20.796051025390625	19.29911231994629	20.236377716064453	Homo sapiens	1:Experimental evidence at protein level	445	15	0.503313884246939	19.1102766239219	0.965247120981493	0.343768830679114	0.47533467945754	-6.28557367523043	0.4637335030932	0.323000499301669	sp|P56545|CTBP2_HUMAN	P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2		+	
18.818153381347656	18.553417205810547	19.90755844116211	18.633359909057617	18.135332107543945	19.98418426513672	19.846437454223633	19.771352767944336	18.275300979614258	19.801197052001953	19.978515625	18.717493057250977	18.290132522583008	19.545625686645508	19.694908142089844	18.208480834960938	19.09095573425293	18.799962997436523	19.90690803527832	18.89061164855957	20.111270904541016	19.20939064025879	20.545387268066406	Homo sapiens	1:Experimental evidence at protein level	128	10	-0.496659691130318	19.2485234468707	-1.28407501424143	0.211019600780678	0.329463921230668	-5.93593970523914	0.675677202922543	0.482192136967785	sp|P56556|NDUA6_HUMAN	P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		+	
20.25548553466797	17.785860061645508	19.673526763916016	18.88056182861328	19.032670974731445	18.56984519958496	19.428823471069336	19.7794132232666	19.08422088623047	18.833065032958984	20.015920639038086	18.589706420898438	20.345441818237305	18.446887969970703	20.27952766418457	19.17505645751953	20.538740158081055	18.76739501953125	21.174903869628906	18.857372283935547	19.559106826782227	18.85513687133789	19.609088897705078	Homo sapiens	1:Experimental evidence at protein level	247	12	0.0972069454683826	19.3665786870239	0.250760302390442	0.804071786696788	0.865923462596541	-6.72267504607342	0.0947051761588348	0.0625204927874335	sp|P57088|TMM33_HUMAN	P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33		+	
17.705812454223633	19.61670684814453	19.055997848510742	18.253108978271484	18.781747817993164	18.49526023864746	18.51481056213379	19.642316818237305	17.397239685058594	17.84762954711914	19.036029815673828	19.040170669555664	20.527074813842773	17.83250617980957	19.348901748657227	18.80638313293457	20.272777557373047	18.954317092895508	18.98079490661621	19.033306121826172	19.357269287109375	18.61077308654785	20.020296096801758	Homo sapiens	1:Experimental evidence at protein level	925	12	0.320558981769032	18.9145332397104	0.805555001302497	0.42817984949439	0.559700344378874	-6.42617225665869	0.368373774826053	0.252044425875477	sp|P57737|CORO7_HUMAN	P57737	CORO7_HUMAN	CORO7	Coronin-7		+	
16.215145111083984	18.780134201049805	19.702503204345703	19.275575637817383	17.59320640563965	18.847442626953125	19.640539169311523	20.258451461791992	19.081951141357422	18.251081466674805	17.73288917541504	18.94649887084961	21.18964385986328	18.141252517700195	20.702972412109375	18.404542922973633	21.116474151611328	19.26726531982422	18.35163688659668	18.55638313293457	20.767288208007812	18.357452392578125	20.739816665649414	Homo sapiens	1:Experimental evidence at protein level	484	15	-0.356331745277963	19.1236071330721	-0.558876875375267	0.5812733179458	0.695270609426432	-6.59560139305291	0.235619611904886	0.157846128781652	sp|P57764|GSDMD_HUMAN	P57764	GSDMD_HUMAN	GSDMD	Gasdermin-D		+	
20.12250328063965	22.364646911621094	19.485008239746094	18.917495727539062	20.720975875854492	18.751564025878906	19.16434669494629	20.011585235595703	18.491182327270508	18.959802627563477	20.189455032348633	17.759017944335938	17.389575958251953	20.155624389648438	18.741119384765625	18.86620330810547	20.608234405517578	19.182083129882812	21.11252212524414	18.129959106445312	18.89986228942871	19.814228057861328	21.905899047851562	Homo sapiens	1:Experimental evidence at protein level	5088	12	0.626319826661515	19.5469797602396	1.20087044792516	0.241181058020042	0.365929881133857	-6.03574294838082	0.617656803996263	0.436602125409032	sp|P58107|EPIPL_HUMAN	P58107	EPIPL_HUMAN	EPPK1	Epiplakin		+	
